	Ahmet/name	Marat/name	beetje/noun	berusting/noun	beton_blok/noun	bewust/adj	blad/noun	blazoen/noun	blik/noun	die/det	dikwijls/adj	dreun/noun	e/noun	ellende/noun	en/vg	enigszins/adv	explosie/noun	gelatenheid/noun	geluid/noun	gevoel/noun	glans/noun	haar/noun	heerlijk/adj	herhaling/noun	het/det	huid/noun	ik/pron	indruk/noun	kijker/noun	klank/noun	klap/noun	kleur/noun	klik/noun	klinker/noun	klop/noun	knal/noun	koper/noun	kort/adj	kreet/noun	kunststof/noun	laag_DIM/noun	leegte/noun	lethargie/noun	lijden/noun	miserie/noun	o/noun	oog/noun	oog_DIM/noun	opgenomen/adj	oppervlak/noun	papier/noun	pijn/noun	poeder/noun	poging/noun	punt/noun	razernij/noun	ritme/noun	schoen/noun	schoot/noun	schot/noun	sfeer/noun	signaal/noun	slag/noun	streep/noun	tamelijk/adj	te/adv	teleurstelling/noun	theater_zaal/noun	toon/noun	trom/noun	variant/noun	veeleer/adv	verdriet/noun	verf/noun	verkeer_ellende/noun	voorstelling/noun	wat/adv	werkelijkheid/noun	zang_stem/noun	ze/pron	zo/adv	zucht/noun	zwart/noun
Ahmet/name	0.0	0.9316931	0.94386166	0.92220587	0.94799924	0.9506086	0.9514464	0.9327172	0.9398163	0.95191556	0.9351313	0.9366075	0.9396033	0.92985874	0.9104372	0.9547675	0.9567486	0.9606491	0.9654602	0.96241426	0.9374269	0.9694354	0.94341993	0.96480155	0.92253643	0.9720361	0.9009712	0.9627046	0.93823373	0.966819	0.9394675	0.9624979	0.9552754	0.9684138	0.92946804	0.93927157	0.9475348	0.9636822	0.9451316	0.9552152	0.9588677	0.9488761	0.9622435	0.94336337	0.927886	0.93331826	0.9479415	0.9672165	0.95109487	0.96840614	0.96615165	0.96694577	0.9566558	0.95642084	0.93616784	0.9451373	0.97166616	0.96825933	0.93954265	0.9541025	0.9694174	0.9665001	0.96143353	0.94153756	0.9454362	0.9500078	0.9378565	0.953213	0.9671529	0.9132659	0.9580261	0.95488703	0.9272773	0.95962346	0.92445874	0.9542391	0.94762045	0.972227	0.9573381	0.9067831	0.9292743	0.9636635	0.96021545
Marat/name	0.9316931	0.0	0.92010444	0.944221	0.9429566	0.97111684	0.94875485	0.95565474	0.9441432	0.9298656	0.9523677	0.94063276	0.95858705	0.9471994	0.9329376	0.9535414	0.9527618	0.92734873	0.9573759	0.9525107	0.9330554	0.9531621	0.95802444	0.93104935	0.96166915	0.94471747	0.9211857	0.9424619	0.95131314	0.9577285	0.9498658	0.9460993	0.96424156	0.9404273	0.9139378	0.9411061	0.96280205	0.9626587	0.93841016	0.96548325	0.9670526	0.9540189	0.94518423	0.93437153	0.9398861	0.9338489	0.9297323	0.9727898	0.95929307	0.96398395	0.938234	0.9506536	0.95021635	0.9525373	0.9563456	0.9479223	0.94426215	0.94507074	0.9563133	0.930663	0.96106356	0.9830165	0.9358295	0.91394156	0.9201773	0.95024455	0.95436263	0.958772	0.95654756	0.928015	0.9417619	0.9431278	0.94946074	0.98024374	0.9385159	0.9651308	0.9306947	0.94946593	0.93276966	0.9320454	0.93052775	0.94871	0.9414321
beetje/noun	0.94386166	0.92010444	0.0	0.8691926	0.9437394	0.79332304	0.82929015	0.93332237	0.69236064	0.7362173	0.7657432	0.9024794	0.91269296	0.7947505	0.6234561	0.55376875	0.9013479	0.91135067	0.7781316	0.66996896	0.84764934	0.7547922	0.72873485	0.8462974	0.82953143	0.810425	0.633185	0.71696186	0.7564825	0.7905787	0.86736035	0.75755376	0.9452536	0.9207067	0.92568934	0.9104899	0.8627449	0.8534697	0.8238181	0.89498085	0.83043945	0.8199233	0.93974686	0.8814364	0.85436237	0.9002516	0.7208116	0.8795949	0.92878425	0.8834934	0.81966424	0.7899289	0.9150522	0.80852365	0.93029994	0.907599	0.7830254	0.79788864	0.85420877	0.8643883	0.70219135	0.8791686	0.8783649	0.8290012	0.6692903	0.6316106	0.8395761	0.9349256	0.7046385	0.9241699	0.80830944	0.74900585	0.76759666	0.84824216	0.9385858	0.7724198	0.37846112	0.7630457	0.90712696	0.6352105	0.61988986	0.8393209	0.8290369
berusting/noun	0.92220587	0.944221	0.8691926	0.0	0.95307374	0.9324907	0.9446658	0.91648126	0.8682633	0.8526584	0.8813175	0.90717393	0.92115855	0.84672403	0.856556	0.86156416	0.91759	0.7622795	0.8996444	0.8050639	0.9140928	0.90877074	0.91932994	0.89569336	0.9285257	0.92637795	0.89643735	0.9130738	0.9329161	0.8897646	0.91847146	0.92527324	0.92342216	0.94566876	0.9400898	0.90221375	0.9329677	0.93236685	0.8574112	0.95316035	0.94009644	0.8381929	0.91931796	0.8901909	0.9053511	0.92033374	0.8876853	0.9338883	0.91039306	0.9358205	0.95834106	0.8585017	0.94752264	0.91952074	0.944414	0.891396	0.9111401	0.94147515	0.92186975	0.9420612	0.8502047	0.9309334	0.92621666	0.9388087	0.8863161	0.92227066	0.79695797	0.9512146	0.8375942	0.9416445	0.9102913	0.851924	0.7949612	0.94029146	0.89550686	0.92314374	0.8755182	0.8826452	0.91914016	0.89333797	0.9043484	0.85356236	0.91062844
beton_blok/noun	0.94799924	0.9429566	0.9437394	0.95307374	0.0	0.9490311	0.94024634	0.95417285	0.90285605	0.9316447	0.92254066	0.9249299	0.9128052	0.9482913	0.8683799	0.94392824	0.8877877	0.9620594	0.93174684	0.98127663	0.945838	0.93211794	0.9493289	0.94286454	0.90557206	0.92166567	0.96327657	0.9492161	0.97278416	0.9427909	0.85805	0.8993319	0.92468804	0.80680466	0.9339538	0.84488285	0.9117147	0.9382874	0.95749557	0.8635916	0.8822916	0.9260319	0.952627	0.96351135	0.94068885	0.9479772	0.8986554	0.93318623	0.9636699	0.87902987	0.8982455	0.9600661	0.8865798	0.92696166	0.9555165	0.93535376	0.94282085	0.90784895	0.93246186	0.88173604	0.9459942	0.96448874	0.9344531	0.9193996	0.94747764	0.9422691	0.9644633	0.93768054	0.94688845	0.9382955	0.95290595	0.94116443	0.9453207	0.8928211	0.88634115	0.9535418	0.9444525	0.934968	0.95346165	0.91634184	0.941499	0.9562458	0.9259108
bewust/adj	0.9506086	0.97111684	0.79332304	0.9324907	0.9490311	0.0	0.85765487	0.936702	0.82923084	0.71593887	0.7718867	0.9175865	0.94755286	0.847454	0.7159531	0.7872098	0.88048667	0.9288833	0.8420721	0.8049798	0.91168004	0.8992556	0.85911906	0.8191722	0.8311198	0.8805864	0.8415506	0.837161	0.82255423	0.88698643	0.888679	0.8539109	0.9317968	0.94340026	0.95906126	0.93238616	0.86377966	0.850899	0.87510294	0.9251565	0.92135775	0.8793373	0.93587804	0.8851358	0.9124067	0.93165445	0.84201527	0.9165202	0.8746333	0.93030185	0.85851437	0.81919456	0.909179	0.81060594	0.9437376	0.9367118	0.88152015	0.8990548	0.9029545	0.8980724	0.8293896	0.8421943	0.8959566	0.8906443	0.80598116	0.7893374	0.89692825	0.9516107	0.83307505	0.9533958	0.8524278	0.78840566	0.84927905	0.8696907	0.95828104	0.82881004	0.8010235	0.78115183	0.96151596	0.782531	0.79538745	0.90355146	0.884769
blad/noun	0.9514464	0.94875485	0.82929015	0.9446658	0.94024634	0.85765487	0.0	0.9332476	0.79076433	0.8165581	0.8358252	0.9299331	0.923043	0.87691087	0.70650953	0.7945062	0.88182986	0.9573464	0.83194447	0.87914246	0.84440714	0.8035174	0.8013373	0.89563185	0.84516525	0.81103873	0.89245564	0.8695233	0.82974726	0.8296248	0.87995374	0.724227	0.92693424	0.89393955	0.9472338	0.91366094	0.80152243	0.84615827	0.8464222	0.8241324	0.79744226	0.89789295	0.96125495	0.9420025	0.92953503	0.9215288	0.82524955	0.9116855	0.87864023	0.8122579	0.6833323	0.9221499	0.8246007	0.878373	0.95534295	0.95412785	0.8758671	0.77306473	0.868389	0.9057215	0.84917074	0.9014469	0.90971726	0.8449932	0.7892616	0.8440188	0.91491514	0.94257593	0.8100291	0.9403324	0.795849	0.83360827	0.8653041	0.79245245	0.9621336	0.82669747	0.78676707	0.83230096	0.9603412	0.79831773	0.8154034	0.90871537	0.85211676
blazoen/noun	0.9327172	0.95565474	0.93332237	0.91648126	0.95417285	0.936702	0.9332476	0.0	0.9458353	0.93418735	0.94378746	0.9116945	0.9681405	0.9399564	0.9136941	0.89926386	0.92832106	0.9523754	0.95821404	0.9250824	0.93529636	0.9154161	0.961968	0.9414627	0.92499685	0.90777045	0.9622543	0.94804585	0.9467391	0.9587212	0.8982364	0.9275687	0.9435769	0.95013916	0.95044565	0.9361069	0.95224506	0.93350947	0.94488966	0.969494	0.9527626	0.9493984	0.9535735	0.9238348	0.9401341	0.95001143	0.9151977	0.9341922	0.9496839	0.90248424	0.94520164	0.9377525	0.9289291	0.88024306	0.97633046	0.914514	0.9696702	0.9457786	0.94307745	0.9573694	0.948006	0.93543047	0.9339972	0.92687905	0.9381293	0.9497154	0.93959916	0.95434177	0.93692434	0.9234219	0.9415798	0.93951106	0.91756266	0.8935141	0.9437032	0.95881796	0.93919575	0.9418327	0.97090715	0.95877844	0.9377058	0.9510674	0.9360449
blik/noun	0.9398163	0.9441432	0.69236064	0.8682633	0.90285605	0.82923084	0.79076433	0.9458353	0.0	0.780751	0.78903747	0.887249	0.91348064	0.82955855	0.6140286	0.6717786	0.8592748	0.8748945	0.6939082	0.74993014	0.85405535	0.70650387	0.72815883	0.8490332	0.854478	0.723714	0.8302305	0.73811114	0.7410495	0.7519951	0.8575177	0.69894433	0.9197509	0.89834046	0.93618786	0.86254466	0.8373587	0.8293266	0.76512796	0.83890873	0.8231907	0.8036718	0.929514	0.88775176	0.89077836	0.89670044	0.5353892	0.82276547	0.8821623	0.8054172	0.77286494	0.80124825	0.8593273	0.86855423	0.93794525	0.8897581	0.7635066	0.7408962	0.7979047	0.8343053	0.7311691	0.82605535	0.87609583	0.8141346	0.7313535	0.77988887	0.8545952	0.9228261	0.660776	0.9204743	0.81192124	0.7471534	0.80712837	0.7728478	0.95019865	0.7583128	0.6856249	0.75763565	0.9095239	0.73181415	0.7349592	0.7994371	0.80006623
die/det	0.95191556	0.9298656	0.7362173	0.8526584	0.9316447	0.71593887	0.8165581	0.93418735	0.780751	0.0	0.7360344	0.87599236	0.8819434	0.7818382	0.692927	0.7231443	0.8480401	0.84981644	0.7596656	0.6828613	0.84209144	0.83012336	0.8036209	0.7893721	0.8797456	0.81738514	0.69909924	0.7993138	0.7554455	0.7760702	0.83002543	0.7821804	0.87351453	0.8820716	0.92031616	0.8652396	0.8061573	0.81601006	0.81058705	0.8701205	0.8541324	0.8006879	0.90897715	0.8266796	0.84785616	0.8804964	0.78619367	0.8797675	0.84028447	0.8431965	0.7707631	0.777846	0.87221646	0.8045953	0.8525037	0.8823191	0.802035	0.8275161	0.844423	0.86756533	0.74081606	0.789384	0.8655084	0.83714986	0.76779425	0.7401459	0.782897	0.9199544	0.7782641	0.9047799	0.8258538	0.711016	0.766494	0.81568	0.90468216	0.79527295	0.7489153	0.7012824	0.91274816	0.66861284	0.7082625	0.8009917	0.85818315
dikwijls/adj	0.9351313	0.9523677	0.7657432	0.8813175	0.92254066	0.7718867	0.8358252	0.94378746	0.78903747	0.7360344	0.0	0.8888567	0.8972146	0.80094755	0.68004155	0.7651581	0.8435256	0.89089274	0.8031637	0.7808691	0.90122545	0.8784714	0.8272279	0.8062583	0.82280195	0.8406399	0.7884307	0.7935799	0.8021453	0.83358777	0.8680772	0.82350874	0.90089744	0.9027252	0.922258	0.8869445	0.8453963	0.8560321	0.8266568	0.90106595	0.88562214	0.841848	0.9304713	0.85903084	0.8531526	0.92143416	0.8177339	0.9042336	0.87602687	0.8847695	0.84925646	0.8154481	0.9124317	0.8233298	0.9157088	0.8709196	0.83546257	0.8708267	0.87494344	0.88639665	0.8166042	0.8337254	0.8945611	0.85328645	0.75916415	0.76256216	0.8383437	0.9136917	0.78282094	0.94544667	0.83745337	0.75785935	0.7912816	0.85210896	0.9083239	0.784602	0.74978346	0.7788589	0.93174744	0.73916817	0.741157	0.8788612	0.85713357
dreun/noun	0.9366075	0.94063276	0.9024794	0.90717393	0.9249299	0.9175865	0.9299331	0.9116945	0.887249	0.87599236	0.8888567	0.0	0.93026507	0.87000674	0.8609179	0.8882056	0.81503713	0.9330417	0.8136903	0.900859	0.9003859	0.8889191	0.90927744	0.91070265	0.91428006	0.88773626	0.92102844	0.8942233	0.9076841	0.8388754	0.6758784	0.8824934	0.91360617	0.90072316	0.85879767	0.76875484	0.90980816	0.9343309	0.8766329	0.89930713	0.91223407	0.88470346	0.91242117	0.9091122	0.89972854	0.9171175	0.8922031	0.92545813	0.9425331	0.91787624	0.9306258	0.86334246	0.9273919	0.9213892	0.9105495	0.92293483	0.8397471	0.93064797	0.89044875	0.8720434	0.8849183	0.90188205	0.8494896	0.8775052	0.9087741	0.9244883	0.862069	0.94550216	0.8348491	0.8901045	0.9167671	0.9140418	0.9037549	0.9121391	0.8668122	0.9198568	0.9000487	0.92859644	0.92687184	0.9088038	0.89180225	0.9021248	0.9085543
e/noun	0.9396033	0.95858705	0.91269296	0.92115855	0.9128052	0.94755286	0.923043	0.9681405	0.91348064	0.8819434	0.8972146	0.93026507	0.0	0.89546263	0.8466975	0.92645013	0.90903175	0.95239305	0.89331996	0.92556393	0.91632646	0.907772	0.8874138	0.90155417	0.91323394	0.9347784	0.9607394	0.90786207	0.9392795	0.86683375	0.9161413	0.87264305	0.93823135	0.87294805	0.94705015	0.9358517	0.8995958	0.89825785	0.93523186	0.9305184	0.9295492	0.9141963	0.95872223	0.9177233	0.9149862	0.82726246	0.93108016	0.91467714	0.8772044	0.93013763	0.92320937	0.94188523	0.9238557	0.943608	0.9543073	0.96393555	0.8674615	0.8859319	0.91964614	0.9418735	0.91885275	0.9391804	0.93963593	0.90995455	0.90330815	0.93480283	0.9206388	0.95153654	0.8780719	0.96082354	0.9018752	0.8773054	0.91577154	0.91427505	0.9277669	0.8675963	0.91572523	0.9048811	0.9469479	0.9313907	0.91439563	0.9291157	0.91145134
ellende/noun	0.92985874	0.9471994	0.7947505	0.84672403	0.9482913	0.847454	0.87691087	0.9399564	0.82955855	0.7818382	0.80094755	0.87000674	0.89546263	0.0	0.7583585	0.7995209	0.8401762	0.8685387	0.8058181	0.7544466	0.8632256	0.8816236	0.8647161	0.83258796	0.8391677	0.8540789	0.8507121	0.8263739	0.8365394	0.826149	0.8328717	0.8465632	0.90987897	0.9311896	0.91612834	0.88021845	0.89570606	0.89125735	0.82723063	0.9126048	0.90225315	0.76971436	0.8492346	0.7146393	0.66219527	0.92573065	0.8400038	0.9120971	0.9044298	0.8692902	0.87110865	0.732162	0.8985511	0.8512691	0.9422523	0.85476965	0.8480369	0.8984696	0.8879814	0.90253335	0.80618286	0.8575492	0.89179265	0.8853197	0.8244469	0.8575058	0.74957645	0.9244918	0.8170147	0.8983953	0.861281	0.82869047	0.66848755	0.8507819	0.8039458	0.842566	0.8218465	0.7796623	0.91389734	0.8038304	0.8130476	0.8316612	0.8701982
en/vg	0.9104372	0.9329376	0.6234561	0.856556	0.8683799	0.7159531	0.70650953	0.9136941	0.6140286	0.692927	0.68004155	0.8609179	0.8466975	0.7583585	0.0	0.6751777	0.77899873	0.90079284	0.6230389	0.6962903	0.7947948	0.6626843	0.60254085	0.8060567	0.74238086	0.66366565	0.79807925	0.71338654	0.7430196	0.64137214	0.7755317	0.57827234	0.8699266	0.8428694	0.90377796	0.82543385	0.72684264	0.72625256	0.7668931	0.73184675	0.7179457	0.77281463	0.89802	0.8292944	0.858773	0.8857783	0.67256063	0.82916385	0.785017	0.7533214	0.66776335	0.73749816	0.782349	0.7282271	0.908371	0.8455309	0.6552168	0.6444783	0.7637608	0.81370604	0.65384066	0.78176266	0.7845868	0.7486936	0.6619898	0.68634903	0.8368311	0.87523776	0.6509464	0.8734901	0.68135816	0.64979243	0.7542337	0.66821647	0.9491106	0.67976326	0.6300357	0.7230572	0.88027906	0.63421607	0.69427526	0.7761879	0.6866027
enigszins/adv	0.9547675	0.9535414	0.55376875	0.86156416	0.94392824	0.7872098	0.7945062	0.89926386	0.6717786	0.7231443	0.7651581	0.8882056	0.92645013	0.7995209	0.6751777	0.0	0.87183213	0.8745792	0.7167485	0.71777	0.8440515	0.816423	0.78380775	0.8379492	0.80106527	0.79192275	0.82738113	0.689906	0.794948	0.7552179	0.8403338	0.7713725	0.9352104	0.9147978	0.92660373	0.9032405	0.8328364	0.80478144	0.8224764	0.89389724	0.8811606	0.82014334	0.9461373	0.87632835	0.89189947	0.8848966	0.76354986	0.90649223	0.86526394	0.8234963	0.81835794	0.8182082	0.9069045	0.74041635	0.9066218	0.91634876	0.77084285	0.83519	0.87880516	0.86246705	0.71446323	0.8181019	0.8758274	0.8483739	0.61218154	0.7003261	0.7921739	0.92491174	0.65190333	0.9149325	0.80226916	0.72069347	0.77638555	0.82520664	0.93798053	0.7508818	0.50523865	0.72783613	0.92023844	0.7516937	0.6571827	0.8435934	0.83491045
explosie/noun	0.9567486	0.9527618	0.9013479	0.91759	0.8877877	0.88048667	0.88182986	0.92832106	0.8592748	0.8480401	0.8435256	0.81503713	0.90903175	0.8401762	0.77899873	0.87183213	0.0	0.9425156	0.7990546	0.89694786	0.90933675	0.9018326	0.8844255	0.8811062	0.8367037	0.88481706	0.94055337	0.90499854	0.8987838	0.8487037	0.7857224	0.84974754	0.93854547	0.9038898	0.9503327	0.73674333	0.8960849	0.8676644	0.8466947	0.89861906	0.8849375	0.85333836	0.92822456	0.8944307	0.9234609	0.94481975	0.8940717	0.91521746	0.91611224	0.85320795	0.8805219	0.87935984	0.8775634	0.8525723	0.9616334	0.894996	0.8593358	0.9090123	0.8526	0.851261	0.86660415	0.86443126	0.9112501	0.9185534	0.85960174	0.8918645	0.8903085	0.9007612	0.8527216	0.920353	0.85008967	0.87038124	0.8773366	0.87659645	0.8934553	0.8648233	0.8918329	0.8438292	0.9510816	0.89713645	0.89866215	0.90120316	0.9233331
gelatenheid/noun	0.9606491	0.92734873	0.91135067	0.7622795	0.9620594	0.9288833	0.9573464	0.9523754	0.8748945	0.84981644	0.89089274	0.9330417	0.95239305	0.8685387	0.90079284	0.8745792	0.9425156	0.0	0.94020706	0.79187286	0.90284914	0.934465	0.9458252	0.9241124	0.9315382	0.9273415	0.89385885	0.92750657	0.91952163	0.91393375	0.9401232	0.9413948	0.92133266	0.9562747	0.9462026	0.9333722	0.9504841	0.9555863	0.9095619	0.9646371	0.9519211	0.9185017	0.892147	0.8947884	0.90129316	0.9583787	0.9005844	0.9464495	0.9608582	0.9451788	0.963812	0.8813567	0.9497573	0.9222392	0.958941	0.89146936	0.91034406	0.9581639	0.9498985	0.94866776	0.8596868	0.9212611	0.95088154	0.9426053	0.8926475	0.92053175	0.79437876	0.9657858	0.8707185	0.92557055	0.92618775	0.8551624	0.8159717	0.93207973	0.9121046	0.9377385	0.9057103	0.9035051	0.94558626	0.91588044	0.91252726	0.88277054	0.96461916
geluid/noun	0.9654602	0.9573759	0.7781316	0.8996444	0.93174684	0.8420721	0.83194447	0.95821404	0.6939082	0.7596656	0.8031637	0.8136903	0.89331996	0.8058181	0.6230389	0.7167485	0.7990546	0.94020706	0.0	0.7686703	0.844911	0.79541826	0.74648905	0.8416258	0.84279907	0.76548374	0.8592966	0.8073141	0.78937966	0.48121178	0.83228695	0.66770434	0.8615753	0.90547264	0.91971785	0.7744001	0.8381189	0.82244074	0.72857577	0.84850603	0.82273424	0.77974725	0.9289416	0.89100623	0.9169556	0.8999731	0.7514491	0.89571416	0.7944339	0.79331744	0.79259956	0.8009763	0.8697516	0.8555476	0.94668996	0.8945472	0.62603986	0.81545556	0.82955885	0.8623409	0.6893151	0.72323644	0.8834491	0.8364798	0.74770415	0.81331444	0.8834247	0.8897686	0.62784743	0.8647752	0.7740583	0.7845079	0.8093004	0.7788819	0.93503463	0.7176959	0.724539	0.74430615	0.8235011	0.78541315	0.7315016	0.81718826	0.8043916
