	46/num	Japan/det	Waals/adj	aangekocht/adj	acht/num	afdeling/noun	alle/det	allerlei/det	als/prep	ambachtelijk/adj	analyseer/verb	bedek/verb	ben/verb	berg/noun	blijk/verb	boven/prep	boven_haal/verb	buitenlands/adj	chirurgisch/adj	dat/pron	deel_uit/verb	die/det	die/pron	dik/adj	door/prep	doorboor/verb	een/det	eis/verb	elk/det	enkel/det	gebruikelijk/adj	gelakt/adj	gemanipuleerd/adj	genomen/adj	gepantserd/adj	geïmporteerd/adj	goedkoop/adj	hard/adj	het/det	hoeveelheid/noun	hoogwaardig/adj	hoop/noun	importeer/verb	in/prep	kilo/noun	klein/adj	krijg_binnen/verb	lading/noun	licht/adj	lichtgewicht/adj	maak/verb	magnetisch/adj	meer/det	met/adv	met/prep	minder/adj	minder/det	naar/prep	neem/verb	nieuw/adj	onderzoek/verb	op/prep	pak/noun	per/prep	plat/adj	positief/adj	produceer/verb	puur/adj	representatief/adj	roest_vrij/adj	rond/adj	ruw/adj	slinger_rond/adj	stel_vrij/verb	stuk/noun	ton/noun	uit/prep	val_samen/verb	van/prep	verbrand/adj	verdacht/adj	verroest/adj	verschil/adj	verwrongen/adj	vier/num	vloeibaar/adj	voor/prep	waar/adv	waardoor/pp	waarin/pp	waarvan/pp	word/verb	zacht/adj	zoals/comp	zoals/prep	zuiver/adj
chirurgisch/adj	0.96622014	0.97133714	0.9910421	0.9942343	0.9605204	0.9620429	0.9902108	0.9892093	0.9723237	0.98649156	0.98241377	0.98243016	0.9890249	0.99002653	0.9749301	0.97182256	0.99566203	0.9802306	0.0	0.99143744	0.9601017	1.0	0.9384621	0.988597	0.9581941	0.997547	0.9793945	0.97188795	0.98882705	0.98091817	0.97625333	1.0	0.9968729	0.9762337	0.9909293	0.9848057	0.99292755	0.97254604	0.96598804	0.9601326	0.99888545	0.9831413	0.99478954	0.9599758	0.944623	1.0	0.9719102	0.9634239	0.9920957	0.979261	0.9886002	1.0	0.9694362	0.99087304	0.9865037	0.97408324	0.9792192	0.9733043	0.9793674	0.9953271	0.9608667	0.97848177	0.9996236	0.9561939	0.99752253	0.9940774	0.98071206	0.9922242	0.9841933	1.0	0.9825337	0.99053687	1.0	0.97191215	0.9830159	0.9550964	0.966634	0.9953606	0.9670245	0.9795097	0.9632423	0.974877	0.98260915	1.0	0.9695488	0.9730343	0.9820312	0.972632	0.9841409	0.9822864	0.95447075	0.963685	0.9837459	0.98757064	0.97738	0.9840005
dat/pron	0.9441031	0.98177946	0.90282613	0.91378623	0.79857093	0.7969403	0.871466	0.89839256	0.6759153	0.94529366	0.9145338	0.93854344	0.91287416	0.9212639	0.7974383	0.84716994	0.9643916	0.79255897	0.99143744	0.0	0.8783001	0.92311096	0.7609979	0.8802809	0.64287376	0.96344495	0.7905616	0.81912196	0.87609893	0.85908914	0.8890482	0.97097474	0.9288786	0.85587823	0.97479534	0.948398	0.8355994	0.8567431	0.6111209	0.9108832	0.95214546	0.8443621	0.903001	0.6008168	0.92829657	0.8521615	0.9367931	0.91132903	0.8903092	0.9570842	0.7870211	0.9416852	0.85903406	0.83090264	0.80514646	0.854154	0.8593885	0.7720912	0.78903794	0.7426326	0.77641976	0.8188939	0.92054665	0.89927495	0.9093356	0.8262589	0.78733104	0.8844374	0.9518292	0.98198926	0.847996	0.9269385	0.98540604	0.95479506	0.83073044	0.89043796	0.6377324	0.9018229	0.5887725	0.9676791	0.9021895	0.9921344	0.84605765	0.9823744	0.79644895	0.97285694	0.7913099	0.69895566	0.8185768	0.678607	0.81896704	0.6270044	0.9151481	0.74923384	0.7477615	0.90934783
deel_uit/verb	0.9254089	0.99439055	0.9102857	0.95380616	0.8621869	0.8622989	0.89409643	0.95079404	0.877061	0.9741429	0.9317335	0.9355917	0.9530309	0.91574895	0.91601384	0.79901683	0.9320501	0.8961876	0.9601017	0.8783001	0.0	0.96103483	0.8833584	0.8620465	0.8820002	0.9743937	0.90473354	0.78727865	0.85998195	0.9092342	0.9432175	0.99768186	0.9656581	0.93714577	0.94320786	0.9480699	0.9094495	0.87826526	0.90295964	0.9132625	0.9659127	0.91971296	0.9192853	0.89305973	0.7799716	0.91357154	0.8565723	0.9004648	0.8865596	0.9819968	0.9293449	0.980218	0.8091504	0.9111746	0.85253644	0.78055394	0.8056929	0.83488405	0.88883233	0.89772105	0.8704829	0.8969035	0.90098774	0.76257026	0.9300879	0.91130924	0.8390995	0.93197805	0.9197191	0.989852	0.8836595	0.90025264	0.99519974	0.93630016	0.8034853	0.7484655	0.8794736	0.96140647	0.7823287	0.9588905	0.8905989	0.9604155	0.8654057	0.9981032	0.8555978	0.9155378	0.8179632	0.8587783	0.88824457	0.8988575	0.7567446	0.9244717	0.933347	0.86362535	0.9057362	0.9414838
die/det	0.98143274	1.0	0.9510104	0.99939877	0.9009679	0.95588094	0.87137	0.9732152	0.8610319	0.99898595	0.97143555	0.9977862	0.8638701	0.9669718	0.8801673	0.9198497	0.98689735	0.9608178	1.0	0.92311096	0.96103483	0.0	0.8482821	0.92417496	0.8865083	0.99982136	0.9464464	0.93472785	0.9354601	0.87146425	0.9846498	1.0	0.99715054	0.9692672	0.9933498	0.99722683	0.9438479	0.92804277	0.97101134	0.9798188	0.99562305	0.92487514	0.97334164	0.92391855	0.97190046	0.93298334	0.9802147	0.96554214	0.9319929	1.0	0.90597093	1.0	0.94229287	0.9396626	0.9336198	0.9072025	0.9605821	0.92317206	0.8799431	0.87731135	0.92677474	0.9537084	0.9337702	0.95939845	0.946509	0.926108	0.9316358	0.94091785	0.9873349	1.0	0.9426263	0.95673215	1.0	0.9667152	0.9329332	0.9505796	0.938371	0.98328614	0.8592186	0.998868	0.96365875	1.0	0.9399989	0.96731776	0.8970463	0.9918973	0.9109241	0.9087994	0.9151482	0.88517857	0.9479236	0.93390673	0.98661464	0.84344727	0.90257126	0.9839175
die/pron	0.9455148	0.97308296	0.894172	0.9380047	0.8206365	0.91221714	0.7745627	0.90312797	0.6264076	0.9562583	0.899648	0.93330294	0.72026044	0.8646921	0.82749337	0.87358797	0.9379441	0.8759738	0.9384621	0.7609979	0.8833584	0.8482821	0.0	0.9052526	0.63839227	0.9514052	0.62939847	0.7045818	0.8680891	0.8038086	0.89777464	0.985967	0.976295	0.8301539	0.95574015	0.9338548	0.92474866	0.8646472	0.95942813	0.916156	0.9605231	0.86745244	0.87870604	0.6881006	0.9032182	0.8843462	0.93040967	0.8981075	0.8820152	0.9614833	0.795377	0.9633588	0.8369091	0.84977674	0.884789	0.89131147	0.8836029	0.89593506	0.81169367	0.89192426	0.8272924	0.7645175	0.8825696	0.9141239	0.92557186	0.9250919	0.7975838	0.8794226	0.900951	0.99987584	0.89853394	0.8942061	0.95880604	0.92958033	0.8553347	0.8936794	0.4560964	0.88034093	0.7509297	0.8778863	0.75954676	0.98407185	0.8521079	0.98412716	0.78111005	0.9473472	0.8393163	0.77699924	0.88047945	0.70492977	0.8316509	0.5252496	0.910542	0.76914746	0.78760785	0.9233332
dik/adj	0.92088646	0.9834657	0.92656505	0.93741643	0.834376	0.89844435	0.8868537	0.9366627	0.86157346	0.96822584	0.9350229	0.9034809	0.9417419	0.9100132	0.8627317	0.71717453	0.9338605	0.86184824	0.988597	0.8802809	0.8620465	0.92417496	0.9052526	0.0	0.91299814	0.9589653	0.9112165	0.8223442	0.84157723	0.9298419	0.92621094	0.99027693	0.9688288	0.93674123	0.882468	0.93646646	0.83412707	0.89417624	0.95271116	0.8924338	0.9706304	0.91320324	0.89247835	0.9333614	0.68327117	0.843902	0.8667309	0.9144995	0.85895497	0.9690373	0.95633394	0.96236706	0.70813525	0.8999781	0.8099845	0.72199476	0.7788363	0.7963517	0.9015028	0.8540504	0.8820632	0.88903946	0.8808643	0.6391057	0.9126386	0.8753278	0.80235755	0.91749537	0.9498968	0.970582	0.86717343	0.89578134	0.9857295	0.95480263	0.7279215	0.65080065	0.89632785	0.97504073	0.77442586	0.954021	0.9150258	0.9684343	0.8422846	0.97333866	0.8763825	0.9240964	0.7965466	0.8855236	0.8579257	0.87538505	0.673623	0.9281212	0.894128	0.8905128	0.89093214	0.9355573
door/prep	0.8665768	0.9782337	0.90471303	0.9232313	0.8367931	0.826969	0.8904763	0.8865038	0.6011734	0.9297117	0.888089	0.94511676	0.9044582	0.87355506	0.8255711	0.88369375	0.9551361	0.8217518	0.9581941	0.64287376	0.8820002	0.8865083	0.63839227	0.91299814	0.0	0.96301734	0.8747333	0.7900463	0.9298655	0.8029948	0.8971802	0.97676784	0.9515354	0.87313926	0.96260643	0.94987684	0.9051912	0.85726535	0.817196	0.9339402	0.9617121	0.8443158	0.9010545	0.7310394	0.9740861	0.88192874	0.94346684	0.93207103	0.88191605	0.9611043	0.7503809	0.9610708	0.9186771	0.81529945	0.8250757	0.91225195	0.9056274	0.8599155	0.7644014	0.8113303	0.7597002	0.8762063	0.8979401	0.96780795	0.9217658	0.87842107	0.8499129	0.8634709	0.94399697	0.9889878	0.87639093	0.9184633	0.97802246	0.98386526	0.8465169	0.9527224	0.69387203	0.9090737	0.62952864	0.9548843	0.8457827	0.9747357	0.86487734	0.968804	0.8461246	0.9723748	0.8971555	0.7415397	0.8563862	0.6811061	0.87794006	0.6927859	0.899214	0.69585663	0.74738705	0.92116565
doorboor/verb	0.9741431	0.9585549	0.97360283	0.97895885	0.9502242	0.98770255	0.9904359	0.99845624	0.9667626	0.99172634	0.98072666	0.9946334	0.9949384	0.98805255	0.9887068	0.97466445	0.96220005	0.996507	0.997547	0.96344495	0.9743937	0.99982136	0.9514052	0.9589653	0.96301734	0.0	0.9523221	0.95338035	0.98001295	0.98833764	0.9933183	0.99596393	0.96818817	0.9963429	0.98729193	0.99297947	0.991117	0.99343216	0.9995949	0.99794906	0.9985212	0.97122943	0.9730735	0.96731424	0.98147726	0.9998405	0.95941985	0.9392623	0.9842887	0.9990431	0.9931367	1.0	0.9811561	0.97703516	0.9923902	0.98472434	0.9853327	0.9770179	0.99206907	0.984764	0.9889529	0.9821908	0.9964722	0.98300713	0.98548913	0.9735941	0.99029523	0.9936469	0.99504507	0.9994864	0.9846204	0.9923417	0.99915504	0.9941495	0.9986345	0.98139095	0.9247757	0.9620459	0.97766215	0.9676026	0.96932614	0.9989028	0.9999275	0.97169524	0.9719658	0.96670246	0.99393225	0.97966135	0.99774957	0.99310493	0.9804469	0.95820254	0.95184284	0.95208454	0.95043254	0.99833554
een/det	0.9773875	0.99755967	0.93442774	0.98523843	0.872445	0.9513327	0.9279043	0.9057373	0.8153948	0.9718737	0.9557888	0.9836927	0.8286935	0.9564181	0.8987486	0.89210504	0.94749725	0.9409605	0.9793945	0.7905616	0.90473354	0.9464464	0.62939847	0.9112165	0.8747333	0.9523221	0.0	0.7890586	0.8681672	0.8886917	0.9043458	0.9867214	0.97424036	0.97451293	0.93515027	0.9555875	0.8891715	0.9074848	0.92721385	0.8979252	0.9734807	0.933141	0.93877614	0.9391186	0.915634	0.8757921	0.90154177	0.94609946	0.8574349	0.9855038	0.94666547	0.9978413	0.88701093	0.9283157	0.8083614	0.9227124	0.9104662	0.8664838	0.85155684	0.9036045	0.9164991	0.80107975	0.9041308	0.88532877	0.9463543	0.93512297	0.8930333	0.9313819	0.9261103	0.9893921	0.9433683	0.9520881	0.93705237	0.97114176	0.89891464	0.90876883	0.6037899	0.9712483	0.8394401	0.89421535	0.80563056	0.9922396	0.883705	1.0	0.8767631	0.9410174	0.88599426	0.90696687	0.8875735	0.8957177	0.8366386	0.82169926	0.9409368	0.93028396	0.9268427	0.9396095
eis/verb	0.8920728	0.97593105	0.88349193	0.91946256	0.83120626	0.8375997	0.8672387	0.9270407	0.8343612	0.96190363	0.9072299	0.95012975	0.8752899	0.90605164	0.8394586	0.76993996	0.93960893	0.8190975	0.97188795	0.81912196	0.78727865	0.93472785	0.7045818	0.8223442	0.7900463	0.95338035	0.7890586	0.0	0.8305615	0.86758417	0.8810667	0.97132957	0.9461373	0.8473706	0.9341306	0.9284803	0.8507917	0.86488295	0.8639304	0.9201765	0.91307557	0.84882975	0.844142	0.8729435	0.70640963	0.86902374	0.8325603	0.8722644	0.81982434	0.9751818	0.8981109	0.9762529	0.66720825	0.83939314	0.8207545	0.7309481	0.7266424	0.77351147	0.8379104	0.82345456	0.76322186	0.85278666	0.87624884	0.6631868	0.9206717	0.84197086	0.7525805	0.90883625	0.9119082	0.9790679	0.85573065	0.8525902	0.96647584	0.9111785	0.71499264	0.64830625	0.7557122	0.9469597	0.6066923	0.9136295	0.78922474	0.9571131	0.8580142	0.99878573	0.84569186	0.8989761	0.73352313	0.81776583	0.84075403	0.8669701	0.6398392	0.85245883	0.93138874	0.854868	0.82946783	0.884098
elk/det	0.96149296	0.9705264	0.9292388	0.9396877	0.8530535	0.92018354	0.813604	0.8945242	0.8987478	0.9666246	0.94109094	0.9598827	0.9280703	0.93823963	0.8853341	0.80012465	0.92484546	0.8962945	0.98882705	0.87609893	0.85998195	0.9354601	0.8680891	0.84157723	0.9298655	0.98001295	0.8681672	0.8305615	0.0	0.85976815	0.9285661	0.99937165	0.977543	0.9381694	0.9385152	0.9733025	0.88429147	0.92075366	0.90161103	0.8660305	0.9808137	0.9351196	0.9028266	0.9108738	0.80323595	0.8675253	0.8651116	0.8876914	0.88076097	0.99632865	0.9167662	0.9916813	0.732233	0.94076085	0.87799937	0.7646471	0.81760836	0.8543124	0.87852395	0.8263008	0.8982258	0.88038534	0.92148244	0.7132157	0.89228237	0.93107015	0.8099186	0.9099127	0.92783004	0.9748693	0.8928383	0.88586366	0.99446225	0.9132784	0.7524962	0.74254966	0.9258783	0.97005045	0.7987745	0.96329015	0.92116886	0.9904925	0.83751416	0.99356335	0.8471773	0.93288505	0.73074865	0.8664521	0.86733365	0.86402416	0.73474395	0.8907446	0.9473554	0.89014107	0.9401283	0.9539848
enkel/det	0.89716023	0.9914158	0.895718	0.97213894	0.8532414	0.8714693	0.7945348	0.9412223	0.8373805	0.98428786	0.9307419	0.9778832	0.9131478	0.92819643	0.8815097	0.8812904	0.9722885	0.90131307	0.98091817	0.85908914	0.9092342	0.87146425	0.8038086	0.9298419	0.8029948	0.98833764	0.8886917	0.86758417	0.85976815	0.0	0.9299442	0.9983076	0.9856229	0.9126466	0.9439796	0.98289186	0.9192847	0.86233	0.8660558	0.93929327	0.996186	0.8555707	0.9545054	0.86661506	0.96612406	0.8831551	0.95235574	0.95714635	0.8664782	0.9843702	0.85546994	0.9850976	0.92885846	0.9015166	0.89708066	0.8886766	0.9694554	0.8420454	0.8037631	0.85042804	0.8865414	0.90290946	0.9137379	0.95796204	0.912189	0.89400315	0.9257559	0.93444514	0.9507576	0.9611392	0.9038363	0.96599936	1.0	0.9758881	0.90671456	0.95295423	0.8618137	0.9579422	0.8131589	0.98891366	0.87873864	0.99952126	0.83373594	1.0	0.7796396	0.978146	0.8818099	0.8468377	0.89043987	0.86705786	0.9219893	0.88860804	0.93797624	0.8132501	0.8920761	0.9443946
gebruikelijk/adj	0.9106453	0.97725	0.9785538	0.9899469	0.93745875	0.9391052	0.92666143	0.9778517	0.88255894	0.964423	0.96083385	0.9549109	0.9383177	0.9510271	0.9384651	0.9025413	0.97831446	0.92794573	0.97625333	0.8890482	0.9432175	0.9846498	0.89777464	0.92621094	0.8971802	0.9933183	0.9043458	0.8810667	0.9285661	0.9299442	0.0	0.97391635	0.9912633	0.9313172	0.9657942	0.96622604	0.9054582	0.92908216	0.9404647	0.9242832	0.99034953	0.96312153	0.9486285	0.8956528	0.90414864	0.92807573	0.94539493	0.97474784	0.9314777	0.968006	0.9281872	0.9736447	0.8988298	0.89397955	0.91040385	0.9276638	0.9155497	0.90019035	0.93858606	0.9035021	0.93828124	0.92597044	0.9538568	0.9014828	0.93199795	0.93793607	0.9139525	0.9000803	0.9666057	0.9648449	0.9513432	0.9755349	0.9948269	0.9844771	0.901411	0.9217334	0.8978439	0.97889364	0.8702058	0.97008836	0.93058866	0.9937315	0.9263486	0.99805105	0.94477975	0.97826755	0.91304165	0.9054164	0.92308944	0.8882535	0.88611037	0.92984957	0.938676	0.88802975	0.91748846	0.91900223
gelakt/adj	0.9908286	0.99309194	0.99849606	0.9796289	0.9656138	0.99124956	0.99726886	1.0	0.98707277	0.99647754	0.9944797	0.91793126	0.99355036	1.0	0.97489583	0.9871828	0.99826527	0.9872926	1.0	0.97097474	0.99768186	1.0	0.985967	0.99027693	0.97676784	0.99596393	0.9867214	0.97132957	0.99937165	0.9983076	0.97391635	0.0	0.99732065	0.98007613	0.954788	0.98508936	0.9975383	0.95366716	0.99644744	1.0	0.9703003	0.99851805	0.98708814	0.9694231	0.9696753	0.98953146	0.99784714	0.99624723	0.99618196	1.0	0.9875075	1.0	0.9936678	0.9935299	0.9802387	0.99509746	0.99437034	0.99013364	1.0	0.95986664	0.99747455	0.9877054	1.0	0.9900166	0.9954114	0.97147155	0.9825456	0.9701381	0.9877124	0.9987535	0.9983101	0.94941705	0.86921155	0.9965897	0.9917873	0.9777443	0.97600085	0.99040073	0.9799327	0.99805343	0.9813734	0.9907733	0.99860734	0.99021375	0.964791	0.99305147	0.996318	0.97056735	0.9833938	0.9895345	0.97055036	0.97686905	0.9906766	0.9796187	0.98452836	0.99908787
gemanipuleerd/adj	0.98888165	0.9445592	0.99750346	0.93192506	0.9909097	0.95373654	0.9846408	0.9921857	0.9638763	0.9846932	0.9643387	0.98449934	0.9591597	0.982438	0.94288754	0.98061275	0.9775152	0.9374322	0.9968729	0.9288786	0.9656581	0.99715054	0.976295	0.9688288	0.9515354	0.96818817	0.97424036	0.9461373	0.977543	0.9856229	0.9912633	0.99732065	0.0	0.9882264	0.9804705	0.9495104	0.95396936	0.99475217	0.96059597	0.98340076	0.99359685	0.97656363	0.89421034	0.9737749	0.9760689	0.97616756	0.99607277	0.95346016	0.9603032	0.9947084	0.9664435	1.0	0.9389471	0.9729508	0.95494425	0.96311975	0.965025	0.9783426	0.95701635	0.928092	0.94710165	0.96903336	0.9890191	0.969772	0.99225867	0.95340186	0.97354966	0.98400444	0.9924308	1.0	0.9758885	0.9868499	1.0	0.9896266	0.97833157	0.9720639	0.9642803	0.9593686	0.9372781	0.9700502	0.97794896	0.9965048	0.99040943	0.9903803	0.97983664	0.98720986	0.9679487	0.9731294	0.9635224	0.945925	0.96207345	0.9466739	0.95815796	0.9650105	0.94810885	0.9886022
genomen/adj	0.96400696	0.9966431	0.94389546	0.94928443	0.93270665	0.92720294	0.9224213	0.97392267	0.8802327	0.96846515	0.95443004	0.9409415	0.9429886	0.92635745	0.91942614	0.88998806	0.9377963	0.9123656	0.9762337	0.85587823	0.93714577	0.9692672	0.8301539	0.93674123	0.87313926	0.9963429	0.97451293	0.8473706	0.9381694	0.9126466	0.9313172	0.98007613	0.9882264	0.0	0.9619413	0.9618157	0.9290403	0.9724178	0.9516195	0.9616186	0.99601805	0.9396513	0.90777576	0.83196205	0.8615786	0.95037377	0.91455007	0.93275875	0.91999567	0.97198725	0.931207	0.9784698	0.875275	0.91649604	0.91183907	0.8836751	0.90541196	0.89054537	0.91687655	0.9432416	0.8976545	0.9023077	0.96948224	0.8680189	0.978517	0.9451046	0.8653343	0.9368717	0.93291104	0.99034786	0.93233794	0.92964995	0.99300325	0.96360326	0.8684033	0.8752818	0.8564181	0.9546244	0.82760215	0.98047394	0.9039786	0.9515313	0.9171432	1.0	0.9178962	0.9540568	0.90309304	0.8897479	0.9326663	0.90515125	0.8447721	0.8152534	0.96992666	0.9043015	0.8846088	0.94545084
gepantserd/adj	0.9869348	0.9869078	0.976073	0.9806018	0.9322395	0.97856027	0.9551911	0.9741077	0.9778334	0.97888124	0.98765296	0.98939747	0.9829459	0.95794773	0.9622624	0.90893394	0.966182	0.96707547	0.9909293	0.97479534	0.94320786	0.9933498	0.95574015	0.882468	0.96260643	0.98729193	0.93515027	0.9341306	0.9385152	0.9439796	0.9657942	0.954788	0.9804705	0.9619413	0.0	0.96259546	0.9576559	0.9837853	0.9890794	0.96533287	0.965891	0.9864879	0.899576	0.9462387	0.9075801	0.93163705	0.9550044	0.93139565	0.93871576	0.9609099	0.97766095	0.9898164	0.907369	0.9823888	0.94296753	0.8944606	0.93265754	0.92680836	0.96759385	0.91995394	0.97470003	0.96664476	0.9658611	0.8795673	0.98676825	0.98054886	0.91140056	0.97546226	0.9564267	0.9974031	0.962256	0.9748002	0.92592883	0.98509324	0.9157888	0.88485014	0.95537966	0.96276534	0.92464775	0.97533154	0.9319609	0.97100717	0.91634655	0.9973692	0.9643954	0.95896906	0.92963934	0.9202156	0.9705345	0.9719597	0.8828611	0.9737673	0.9698931	0.947633	0.94060326	0.98514825
geïmporteerd/adj	0.9887379	0.9399547	0.98348933	0.9528142	0.96836627	0.9902391	0.94765455	0.95928085	0.9482989	0.95138395	0.9836241	0.9753155	0.9592691	0.93562543	0.9527504	0.91082895	0.99101794	0.92970216	0.9848057	0.948398	0.9480699	0.99722683	0.9338548	0.93646646	0.94987684	0.99297947	0.9555875	0.9284803	0.9733025	0.98289186	0.96622604	0.98508936	0.9495104	0.9618157	0.96259546	0.0	0.93014944	0.9709029	0.99054664	0.9512905	0.99550134	0.99444586	0.86311823	0.9161672	0.916129	0.9870486	0.97258776	0.97991693	0.99024576	0.9725214	0.98639596	0.9468122	0.9008575	0.9471541	0.9524341	0.9404637	0.93112403	0.9241827	0.9937716	0.9310193	0.97376794	0.96199554	0.9906996	0.91662395	0.9538012	0.9681989	0.85871387	0.9662641	0.96940833	0.9008529	0.9802518	0.97320485	0.99745935	0.96649134	0.9246432	0.91623354	0.9152319	0.9732836	0.92967016	0.96969235	0.9792654	0.92098594	0.9615891	0.98420495	0.9909828	0.9618802	0.9480795	0.90603244	0.98334074	0.95680624	0.91257566	0.9558772	0.9711105	0.95034254	0.9438903	0.9750419
goedkoop/adj	0.90335035	0.9756463	0.91593766	0.92049694	0.8550138	0.8932221	0.8439839	0.92314476	0.89413536	0.9518932	0.95616823	0.9791577	0.9241916	0.92958903	0.84618723	0.69234943	0.9756751	0.8681082	0.99292755	0.8355994	0.9094495	0.9438479	0.92474866	0.83412707	0.9051912	0.991117	0.8891715	0.8507917	0.88429147	0.9192847	0.9054582	0.9975383	0.95396936	0.9290403	0.9576559	0.93014944	0.0	0.89547116	0.93779224	0.882046	0.9548326	0.9243065	0.899762	0.91874516	0.7497127	0.80404824	0.90548617	0.925418	0.7578993	0.98111874	0.91926074	0.9568412	0.7155563	0.8896214	0.704613	0.706555	0.75671446	0.72122854	0.88168985	0.8220348	0.882962	0.8236031	0.8735144	0.6316124	0.96020097	0.8166977	0.778299	0.91612345	0.9377235	0.9794347	0.8873583	0.8830639	0.99745184	0.95144147	0.7231276	0.7352073	0.9068428	0.9785559	0.7185064	0.95365214	0.9303257	0.99431217	0.84720075	0.96047837	0.8677571	0.90830714	0.7534419	0.8967392	0.84250027	0.8961183	0.72294676	0.94989693	0.88572806	0.8582472	0.8739946	0.9384952
